Solution_ID,Text,Embedding
1102,"Gestion et pilotage, Modification des paramètres de fonctionnement., Augmentation du rendement des deux chaudières","[ 0.3814518   0.67166436  1.1605861  ...  0.36248964  0.3821318
 -0.092957  ]"
1103,"Gestion et pilotage, Pas de solutions applicables sur les unités existantes, Economie sur l'ensemble de la durée de vie de l'équipement","[ 0.9551398  -0.39858267  0.44992083 ...  0.11149164  0.60710436
 -0.7043721 ]"
1104,"Circuit de puissance, Coût de modification des circuits importants, Pilotage facilité","[ 1.0113654   0.11780199  1.7091111  ... -0.86356777  0.22680984
  0.01663213]"
1105,"Chaudière, ","[ 2.0967493  -0.02225149 -0.1491679  ...  1.972904   -2.3162296
  0.1574356 ]"
1107,"Isolation, ","[-0.05569488 -1.8329716   0.9055868  ...  1.5525697  -1.2260973
  2.9869266 ]"
1108,"Ventilation, ","[-5.1370633e-01  2.3673138e-01 -9.2381239e-04 ...  7.9969722e-01
 -2.1642466e+00  1.1061743e+00]"
1109,"Production, ","[ 2.3100646   0.5967367  -0.66384286 ...  2.7215316  -0.6958797
 -0.6335884 ]"
1110,"Luminaire, ","[ 0.8930924  -1.5486379  -0.35526752 ... -0.15016858 -1.4150249
  0.01208796]"
1111,"Luminaire, ","[ 0.8930924  -1.5486379  -0.35526752 ... -0.15016858 -1.4150249
  0.01208796]"
1112,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
1113,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
1114,"Régulation, Utilisation de capteurs précis Les réglages sont primordiaux : un mauvais réglage peut entraîner l'inutilité de la solution, sur la consommation énergétique pour une remontée de 2 °C dans le cas du froid négatif. Pour le froid positif, un gain de 13 % sur la consommation est envisageable pour une remontée de 4 °C","[ 0.7020405  -0.61017114  0.3973704  ...  0.17982082  0.09143934
  0.17266978]"
1116,"Traitement de l'air, Consommation énergétique plus importante que pour un sécheur frigorifique Un compresseur doit être associé au sécheur Utilisation avec de l'air deshuilé En cas de compresseur avec lubrification, des filtres dépoussiéreurs et dévésiculateurs doivent être placés en amont, Température de point de rosée très basse Utilisable quand la température ambiante est négative Sécheur plus économique grâce à la récupération de chaleur Elimine les problèmes liés à l'humidité de l'air comprimé (pannes, réparations, arrêt de production, ...)","[ 2.1843889  -0.7063455   0.17172375 ... -0.30458573 -0.7892998
 -0.56895375]"
1117,"Moteur, Gain moyen supposé à partir des classes de rendement inférieures.","[ 1.0239825  -0.44056457  0.9557809  ...  1.9496629   1.1664063
 -1.2971442 ]"
1118,"Régulation, Compatibilité des équipements, une mise à jour des automates des compresseurs peut être nécessaire, sur la consommation des compresseurs, - Réduction de la consommation des compresseurs - Réduction de la pression de fonctionnement des compresseurs - Réduction des fuites","[ 2.1819818   0.02433107  0.5607473  ...  0.3176614  -0.3245878
 -0.5611022 ]"
1119,"Production, Implique la réalisation d'actions d'économies complémentaires Les émetteurs des bâtiments reliés au réseau de chaleur doivent déjà être à basse température (radiateur basse température ou plancher chauffant)., L'économie varie selon le diamètre du tube : 5€ par mètre de réseau pour un DN25 11€ par mètre de réseau pour un DN200. Ces gains se basent sur un coût de l'énergie de 39€/MWh., La taille du réseau de chaleur peut être diminuée. 15 % des investissements peuvent être évités grâce à la diminution de taille. Economie transverse sur les auxiliaires électriques du réseau de chaleur (pompes par exemple).","[ 1.6167321  -0.25809765  0.10666578 ...  0.34027445 -1.4059386
 -0.8469743 ]"
1120,"Réseau, ","[ 2.0837967   0.0729962   1.8632811  ...  2.060058   -1.9778464
  0.82063663]"
1121,"Gestion et pilotage, Choix des luminaires en fonction du bâtiment/monument à mettre en valeur, Eclairage plus performant Meilleure luminosité pour une moindre consommation","[ 0.21775798 -0.69310683 -0.09135939 ... -0.19414398 -1.000031
 -0.6291178 ]"
1123,"Report modal, Puissance du nouveau moteur inférieure ou égale à celle de l'ancien, d'économie de carburant après remotorisation, Nouveaux moteurs moins polluants","[ 1.2092584   0.6373782   1.420121   ...  1.5027372  -0.07123132
 -0.4469405 ]"
1124,"Matériel roulant, Réduction de la consommation de carburant","[ 2.8370998   0.7000152   1.2511739  ... -0.03685063 -0.7803646
  1.4045678 ]"
1125,"Gestion et pilotage, Suivi des pneus de toute une flotte de poids lourds, Prolongation de la durée de vie des pneus Meilleure sécurité Entretien régulier","[ 1.3112351   1.1896082   0.06531999 ... -0.12201396 -0.8376041
 -1.1086416 ]"
1126,"Gestion et pilotage, Suivi des pneus de toute une flotte de transport de personnes (autocars, etc...), Prolongation de la durée de vie des pneus Meilleure sécurité Entretien régulier","[ 1.5003549   0.9934373   0.1203358  ... -0.15402558 -0.65213776
 -0.7425318 ]"
1128,"Chauffage, Reprise complète des réseaux, Amélioration du confort de chauffage Atteinte des températures de consigne en bout de ligne","[ 0.28166705 -0.12105335  0.03547367 ...  0.46636328 -1.7156554
 -0.7488041 ]"
1129,"Centrale froid, Le changement pour un fluide frigorigène naturel impose des modifications sur l’installation. Contraintes de sécurité et de maintenance plus accrues. Contrôle régulier des fuites., de la consommation électrique des centrales frigorifiques, Mise en conformité avec la réglementation. Diminution de l’impact environnemental.","[ 1.178987   -0.3365989   0.3668424  ...  0.42502734 -0.12530123
  0.1508742 ]"
1130,"Chauffage, Les temps de retour sur investissement pour la mise en place de GTC sont d'environ 3 ans., Reprise du système de régulation et modification du câblage existant, Un système de gestion technique du bâtiment permet d'atteindre des économies d'énergie allant jusqu'à 30 %., Amélioration du confort par l’optimisation de la régulation.","[ 0.83761966  0.1747671   0.1859322  ...  0.6150691  -1.2119257
 -0.25905597]"
1131,"Chauffage, Reprogrammation des rideaux d'air chaud, mise en place d'une temporisation à l'allumage si la technologie utilisée est sensible au cycle arrêt/rallumage rapide.","[ 0.4823935   0.86012286  0.15938477 ... -0.18186344 -1.746137
 -1.0384215 ]"
1132,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
1133,"Chauffage, Reprise des câblage électriques, Amélioration du confort par l'optimisation de la régulation","[ 0.02016226 -0.55240864  0.23241375 ...  0.4671946  -2.2134898
 -1.6731757 ]"
1134,"Luminaire, Coût d’investissement plus important; Coût de maintenance plus élevés Production d’une lumière blanche (4000 °K) qui peut être inconfortable pour les occupants., Diminution de la puissance électrique installée; Diminution de la fréquence de la maintenance; Luminosité uniforme et directionnelle (pas d’émissions de lumière sous tous les angles); Absence d’utilisation de mercure ou d’iodure sodium","[ 1.0069383  -0.37761936  0.65469176 ...  0.02712983 -0.4244142
 -0.22168027]"
1135,"Réseau, Modification des composants sur les lignes de production, Agmentation de la durée de vie des équipements","[ 1.6549084   1.6245342   0.94400126 ... -0.33182427  0.7437336
 -0.41958895]"
1136,"Gestion et pilotage, de diminution de la puissance thermique nécessaire avec recyclage","[ 3.1539705   0.48277947  0.45469517 ... -0.9983875  -1.2119429
 -1.1752092 ]"
1137,"Cabine de peinture, Difficilement applicable sur des unités existantes. Coût d'investissement élevé., Le temps de séchage peut être diminuée avec certaines technologies de rupture.","[ 1.2202113   0.08835158  0.5727067  ...  0.2992968  -1.0721458
  0.8279385 ]"
1138,"Gestion et pilotage, L’investissement est d’environ 3 k€ pour l’installation d’une régulation automatique., Baisse de la consommation de chauffage","[ 1.1750185   0.90004337  0.45151803 ... -0.3895332  -0.26034173
 -1.4007102 ]"
1139,"Récupération de chaleur, Le coût est de 15 k€ à 20 k€ pour une cabine de peinture 32 000m3/h avec Surcout de 11 à 15 k€ lorsqu’il est appliqué sur une nouvelle installation., Augmentation du besoin de maintenance. Perte de charge supplémentaire due au récupérateur de chaleur., Des gains de 25 à 35 % peuvent être réalisés sur l'ensemble de la consommation de la ligne de peinture (électrique + thermique)., Diminution de la consommation de gaz pour le chauffage de la cabine de peinture.","[ 2.343349    0.17084     1.0440992  ...  0.91762525 -0.2993739
 -0.08130536]"
1140,"Gestion et pilotage, La variation de vitesse n'est pas applicable à tous les types de presses., de la consommation de la presse hydraulique., Réduction du bruit généré par la presse Amélioration du contrôle du procédé Réduction de l'usure des moteurs Gains sur le refroidissement hydraulique","[ 1.7272631   0.42509046  0.3346428  ...  0.67548954  0.3325159
 -0.4847759 ]"
1141,"Gestion et pilotage, Identification des possibilités d’arrêt pour chaque poste Mise en place d’un audit de vérification régulier, Réduction de la consommation d’air et d’électricité Implication du personnel dans la démarche d’amélioration énergétique","[ 1.180249    0.6225929   1.6350254  ... -0.71785766  0.33875886
 -0.80084616]"
1142,"Circuit de puissance, Coût de modification des circuits hydrauliques existants élevé., Pilotage facilité","[ 1.5008526   0.71627164  1.4926026  ... -0.44547215  0.36370075
  0.4830151 ]"
1143,"Ajustement production/besoin, Investissement important en rétrofit Les régimes de production des différents postes de travail relié au système d'extraction peuvent être différents., Gain sur le chauffage car moins d'air chaud sera évacué par les extracteurs s'ils sont arrêtés.","[ 2.609153    0.00448464  0.28669772 ...  1.1815828  -0.48425812
 -0.23587967]"
1144,"Circuit de puissance, Mesure électrique de la puissance absorbée du moteur sur une durée suffisante, Augmentation de la durée de vie du moteur par son fonctionnement proche du régime nominal","[ 1.3778304  -0.35486862  0.56553453 ...  0.5512981   0.3072583
 -0.29499185]"
1445,"Régulation, Bien régler la plage de fréquence afin de ne pas endommager le compresseur Consommation énergétique supérieur à un compresseur seul fonctionnant à la même vitesse Pas compatible avec tous les systèmes de réduction de puissance Résonance de vibration possible à certaines vitesses Risque de perturbations électriques des signaux de commande Diminution du rendement, Adapter la puissance du compresseur au besoin Plus économique qu'un système marche/arrêt Meilleur rendement de l'installation globale Prolongement de la durée de vie des équipements Problèmes au démarrage du moteur réduits (retour d'huile, aide au démarrage ...)","[ 1.0253282   0.15024552  0.62563604 ...  0.63498956  0.4176496
 -0.36918086]"
1446,"Capteur, Un point faible des cellules monocristallins est le méthode de production. Rendement faible sous un faible éclairement., Une des points forts est le rendement (de 12 à 18%).","[ 0.5677758  -0.7881231   0.30116412 ...  0.22345908 -0.0451729
 -1.2043418 ]"
1447,"Capteur, Un point faible des cellules monocristallins est le méthode de production. Rendement faible sous un faible éclairement., Une des points forts est le rendement (de 12 à 18%).","[ 0.5677758  -0.7881231   0.30116412 ...  0.22345908 -0.0451729
 -1.2043418 ]"
1448,"Capteur, Un point faible des cellules monocristallins est le méthode de production. Rendement faible sous un faible éclairement., Une des points forts est le rendement (de 12 à 18%).","[ 0.5677758  -0.7881231   0.30116412 ...  0.22345908 -0.0451729
 -1.2043418 ]"
1449,"Capteur, Un point faible des cellules monocristallins est le méthode de production. Rendement faible sous un faible éclairement., Le rendement est un point fort (de 12 à 18%)","[ 0.08192713 -0.6509965   0.09436068 ...  0.12574425 -0.24204601
 -1.1601444 ]"
1450,"Capteur, Un point faible des cellules monocristallins est le méthode de production. Rendement faible sous un faible éclairement., Une des points forts est le rendement (de 12 à 18%).","[ 0.5677758  -0.7881231   0.30116412 ...  0.22345908 -0.0451729
 -1.2043418 ]"
1451,"Capteur, Un point faible des cellules monocristallins est le méthode de production. Rendement faible sous un faible éclairement., Une des points forts est le rendement (de 12 à 18%).","[ 0.5677758  -0.7881231   0.30116412 ...  0.22345908 -0.0451729
 -1.2043418 ]"
1452,"Capteur, Un point faible est le coût de production. Rendement faible sous un faible éclairement. Rendement inférieur au monocristallins., Le rendement est un point fort (de 11 à 16%) Moins cher que le monocristallin.","[ 0.64302075 -0.10631514  0.0675716  ...  0.02024158 -0.10516783
 -1.1699069 ]"
1453,"Capteur, Un point faible est le coût de production. Rendement faible sous un faible éclairement. Rendement inférieur au monocristallins., Le rendement est un point fort (de 11 à 16%) Moins cher que le monocristallin.","[ 0.64302075 -0.10631514  0.0675716  ...  0.02024158 -0.10516783
 -1.1699069 ]"
1454,"Capteur, Un point faible est le coût de production. Rendement faible sous un faible éclairement. Rendement inférieur au monocristallins., Le rendement est un point fort (de 11 à 16%) Moins cher que le monocristallin.","[ 0.64302075 -0.10631514  0.0675716  ...  0.02024158 -0.10516783
 -1.1699069 ]"
1455,"Capteur, Un point faible est le coût de production. Rendement faible sous un faible éclairement. Rendement inférieur au monocristallins., Le rendement est un point fort (de 11 à 16%) Moins cher que le monocristallin.","[ 0.64302075 -0.10631514  0.0675716  ...  0.02024158 -0.10516783
 -1.1699069 ]"
1456,"Capteur, Un point faible est le coût de production. Rendement faible sous un faible éclairement. Rendement inférieur au monocristallins., Le rendement est un point fort (de 11 à 16%) Moins cher que le monocristallin.","[ 0.64302075 -0.10631514  0.0675716  ...  0.02024158 -0.10516783
 -1.1699069 ]"
1457,"Capteur, Un point faible est le coût de production. Rendement faible sous un faible éclairement. Rendement inférieur au monocristallins., Le rendement est un point fort (de 11 à 16%) Moins cher que le monocristallin.","[ 0.64302075 -0.10631514  0.0675716  ...  0.02024158 -0.10516783
 -1.1699069 ]"
1458,"Production, Coût d'investissement fourniture du matériel et installation par un professionnel., Le temps de retour est en général supérieur à 10 ans. Condition nécessaire : l'implantation doit se faire là où les vents sont plus ou moins constants et réguliers. La production d'électricité est variable car elle dépend de la vitesse du vent qui peut changer de manière conséquente d'une année sur l'autre., La rentabilité d’un projet de petit éolien est fortement conditionnée par la ressource en vent. Une étude du potentiel de vent doit être réalisée avant l’installation., Les particuliers ont droit à un crédit d'impôt pour l'achat d'un aérogénérateur. Le matériel et la main d'oeuvre bénéficient également d'un taux de TVA réduit.","[ 1.7497069   0.8134857   0.36989656 ...  0.7536525  -0.2600364
 -0.27941096]"
1459,"Production, Coût d'investissement (fourniture du matériel et installation par un professionnel), Le temps de retour est en général supérieur à 10 ans. Condition nécessaire: des vents constants et réguliers. Le bruit peut être gênant si l'éolienne est trop près de la maison, mais plus elle sera loin, plus le câblage coûtera cher. Les petites éoliennes les plus courantes, à axe horizontal, fonctionnement mal dans les zones urbaines où les turbulences sont importantes., La rentabilité d’un projet de petit éolien est fortement conditionnée par la ressource en vent et donc par la qualité de l’étude préalable à l’installation., On a droit à un crédit d'impôt pour l'achat d'un aérogénérateur. Le matériel et la main d'oeuvre bénéficient également d'un taux de TVA réduit.","[ 1.0849569   0.58110213  0.23272946 ...  0.5019419  -0.2096237
 -0.40563983]"
1460,"Production, ","[ 2.3100646   0.5967367  -0.66384286 ...  2.7215316  -0.6958797
 -0.6335884 ]"
1461,"Production, Coût d'investissement pour l'éolien terrestre. Il englobe le coût des études, des matériels, du raccordement, de l'installation, des frais de mise en route et de démantèlement., Depuis le 13 juillet 2011, les éoliennes dont la hauteur de mât dépasse 50 mètres sont soumises à autorisation au titre des installations classées pour la protection de l’environnement (ICPE)., Gains obtenus pour une éolienne de 1 MW. Le gain minimal est par département et année. Le gain moyen est par bloc communal (commune et communauté de commune)., Les parcs éoliens sont une source de revenus pour les collectivités locales par le biais de la contribution économique territoriales qui remplace la taxe professionnelle depuis 2010. Les propriétaires fonciers touchent de 2.000 à 3.000 € par an et par éolienne implantée sur leur terrain.","[ 1.4745336   0.5937054  -0.16944864 ... -0.04196446 -0.39854366
 -0.47916073]"
1462,"Micro/mini-cogénération, ","[ 1.5732559  -0.84035414  1.205117   ... -0.66408724  0.6706066
 -1.3841449 ]"
1463,"Micro/mini-cogénération, ","[ 1.5732559  -0.84035414  1.205117   ... -0.66408724  0.6706066
 -1.3841449 ]"
1464,"Valorisation, ","[ 0.34151953  0.5411421  -0.8300574  ... -1.0522484   0.18619278
  0.82556164]"
1465,"Valorisation, ","[ 0.34151953  0.5411421  -0.8300574  ... -1.0522484   0.18619278
  0.82556164]"
1466,"Valorisation, ","[ 0.34151953  0.5411421  -0.8300574  ... -1.0522484   0.18619278
  0.82556164]"
1467,"Valorisation, ","[ 0.34151953  0.5411421  -0.8300574  ... -1.0522484   0.18619278
  0.82556164]"
1468,"Tri, Traitement avant réutilisation, Economie d'énergie et d'eau dans les process, Préservation des ressources naturelles Valorisation des déchets Réduction des impacts environnementaux","[ 3.0652914  -0.56179863  0.26231825 ...  1.2612497  -0.6523274
  1.0532358 ]"
1469,"Tri, Trouver des marchés où les déchets correspondent à la matière première recherchée (de bonne ou mauvaise qualité), Bénéfice sur les déchets industriels produits Valorisation de déchets de basse qualité Préservation des ressources naturelles Réduction de la pollution dûe aux déchets","[ 2.9891002   1.4658731  -0.13954149 ...  1.0671785   0.8745949
 -0.58111626]"
1470,"Tri, Nettoyage régulier des filtres, Pas de poussières dans les moteurs et les machines Pas de danger pour la santé du personnel (poussière inhalée)","[ 1.1710263  -0.17720762 -0.03133225 ...  0.9698957  -0.4535793
 -1.7379041 ]"
1471,"Tri, Implantation de la zone, Zone de tri pour mieux gérer le recyclage","[ 3.02197     1.7968407   0.06582554 ...  1.102943   -0.90688854
 -0.747053  ]"
1472,"Tri, Compacter ensemble les déchets de même nature, Réduction du volume des déchets : augmentation de la capacité des conteneurs",[3.091739   1.8030297  1.4884013  ... 1.628345   0.05461521 0.10009477]
1473,"Valorisation, Séparation des palettes de bois ""propres"" et souillées par des produits chimiques, Nouvel emploi de palettes (non jetées) Economie de bois","[ 1.4840654   1.1184769  -0.13267706 ...  0.07340071  0.31876817
  0.01101314]"
1474,"Valorisation, Réutilisation des résidus industriels","[ 3.302777    0.4092165   0.12127085 ...  0.5365056  -0.08427057
  0.86727446]"
1475,"Valorisation, Eviter toute infiltration d'air dans les contenants de produits chimiques, Pas de gaspillage de produits chimiques Meilleure conservation Réduction des déchets chimiques polluants","[ 1.5363536  -0.46717277  0.44213736 ...  0.09900425 -0.13316824
 -1.4841284 ]"
1476,"Production, Réduction de la consommation d'eau","[ 2.5540147   0.21771325  0.5338202  ... -0.11930797 -0.33127645
  0.4034127 ]"
1477,"Production, Economie d'eau",[ 1.820937  -0.846973  -0.7692838 ...  2.0952663 -1.6008583  0.9178524]
1478,"Réseau, Eaux usées pas forcément réutilisables Traitement préalable pour certaines réutilisations, d'économie sur la consommation d'eau, Eaux usées non rejetées dans l'environnement Réutilisation des eaux dans des tâches ne nécessitant pas d'eau ""propre"" (potable)","[ 2.6665711  -2.1387565  -0.08249255 ...  0.253336   -1.5564243
  0.01549208]"
1479,"Production, Réutilisation des eaux usées selon l'application et l'état de pollution de l'eau, d'économie sur la consommation d'eau, suivant les secteurs, Réutilisation des eaux après traitement Réduction des rejets d'eaux polluées dans l'environnement","[ 2.676204   -1.3787409   0.24931125 ... -0.28434217 -1.2173806
 -0.33735764]"
1480,"Four, ","[-0.09555542  2.381008   -0.66984206 ...  1.3653541  -0.5514467
 -0.3195503 ]"
1481,"Séchage, ","[ 2.184352    0.45268488 -0.15730369 ... -0.01077455 -1.5982128
 -0.34351578]"
1482,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
1483,"Stockage d'énergie, ","[ 3.1883745   1.7091688   0.32215384 ...  1.7485517  -0.6371072
 -0.28870413]"
1484,"Audit énergétique, La rentabilité de l'audit énergétique dépend de la mise en œuvre des solutions., Diminution de la dépendance aux énergies fossiles. Le coût de l'audit est amorti par les économies d'énergie.","[ 0.93678784  1.293389    0.42110458 ...  1.09637    -0.0969765
  0.07601045]"
1485,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
1486,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
1487,"Four, ","[-0.09555542  2.381008   -0.66984206 ...  1.3653541  -0.5514467
 -0.3195503 ]"
1488,"Gestion et pilotage, de réduction du temps de fonctionnement des évacuations d'air., Amélioration du confort dans la cabine de peinture Economie d'énergie importante","[ 1.8812398   0.06592349  1.134339   ...  0.58602685 -0.10037104
 -0.13286443]"
1489,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
1490,"Gestion et pilotage, ","[ 2.2236829  -0.8104685   0.6799464  ...  0.6204256  -0.33632445
 -1.3060076 ]"
1491,"Moteur, ","[ 0.8779735   0.6063697  -0.61803627 ...  0.24983759 -0.6122039
  0.62104243]"
1492,"Gestion et pilotage, Surinvestissement important, Suppression des arrêts sur le serrage. Utilisation de moteur à haut rendement IE3. Débit de recirculation diminué.","[ 1.8539479e+00  4.9958983e-01  1.8440786e-01 ... -1.1226984e-01
 -7.4777601e-04 -1.9622516e-02]"
1493,"Gestion et pilotage, Investissement élevé lié La marge sur la puissance souscrite diminue. Le réseau électrique existant ne peut pas toujours accepter la nouvelle charge provenant du transfert, de la consommation utilisé. (le rendement des groupes électrogène est en moyenne de 40% hors récupération de chaleur)., Suppression de la maintenance du groupe électrogène. Dépendance aux énergies fossiles diminuée.","[ 1.634837    0.3220854   0.6623085  ...  0.0836103  -0.22816044
  0.7764634 ]"
1494,"Gestion et pilotage, En général, plusieurs dizaine voir centaines de milliers d'euros, Gestion de la poussière entrainée par le convoyage des matériaux 0/2. Temps de chargement wagon limité à 3h. Une marge existante sur la puissance souscrite est nécessaire., Les engins ainsi que le personnel initialement utilisés pour cette tache peuvent être utilisés ailleurs. Limitation de la dépendance aux énergie fossile en augmentant la part d'électricité","[ 1.9067591   0.5653303  -0.4687705  ... -0.4639144   0.03087971
  0.03947996]"
1495,"Ecoconduite, Par conducteur pour une formation d'une journée de 7h hors déplacement et hébergement., Il faut prévoir le coût de la formation ainsi que l'organisation interne. Les gains peuvent disparaitre rapidement quelque temps après la formation initiale. Il est nécessaire de planifier des formations de rappel., D'économie d'énergie moyenne sur la consommation des engins de logisitque internes., Baisse de la sinistralité (accidents) - 10 à 15 % Optimisation du temps de travail Moindre usure des véhicules Dépréciation limitée du coût du véhicule","[ 0.938062   -0.01337005  0.20329256 ... -0.35496265  0.12198502
 -0.64194655]"
1496,"Ecoconduite, ","[ 0.6037325  -1.0448259   0.43929997 ... -0.38608488 -1.2367439
 -0.8054414 ]"
1497,"Stratégie et politique, Modification des horaires de production / adaptation du personnel, TRI en général court, inférieur à 1,5 ans., Marge augmentée sur la puissance souscrite. Diminution des pénalités","[ 0.95870405 -0.18027113  0.7740124  ...  0.22004966 -0.31904158
 -0.55364645]"
1498,"Chauffage, ","[ 0.7261655  -0.77843356 -0.85500515 ...  1.9605536  -2.770391
 -0.80761856]"
1499,"Récupération de chaleur, Investissement à prévoir selon les dimensions du bâtiment, Utilisation de flux potentiellement intéressants, recyclage de potentiel énergétique Diminution des coûts de chauffage car préchauffage",[2.378201   0.4959762  0.89713955 ... 1.2370741  0.15820341 0.3836041 ]
1500,"Climatisation, Encombrement Investissement à prendre en compte, Forte réduction de la facture énergétique Meilleure ambiance thermique Evite les aérations fréquentes","[ 0.33618397  1.0163997   0.67015064 ...  0.05494192 -0.13202822
 -0.30451396]"
1501,"Luminaire, Déclenchement de l'éclairage selon le besoin Pas d'éclairage inutile","[ 0.03970878 -0.31281233  0.01973725 ... -0.33452725 -2.018856
  0.28420854]"
1502,"Production, Local à température constante de préférence, d'économie potentielle d'énergie par rapport à un chauffe-eau électrique, Peu ou pas d'émissions de CO2","[ 1.7046206  -1.5993208   0.15705013 ...  0.12161844 -0.6221566
  0.13496563]"
1503,"Bureautique, ","[ 1.0735315  -0.7557685  -1.0645307  ...  0.17621517  0.7874046
  0.93650514]"
1504,"Climatisation, Investissements importants Applicables uniquement si le besoin thermique est conséquent Les travaux doivent avoir lieux en dehors de la période de refroidissement, Réduction importante de l’énergie consommée pour produire le froid Possibilité de valoriser les ressources cours d’eau, lac, mer disponibles à proximité Diminution des inconvéniants acoustiques, sanitaires, esthétiques Les émissions de fluides frigorigènes sont diminuée Assurance de la continuité de fourniture","[ 0.86696327 -0.53431284  0.55823207 ...  0.2784101  -0.7232535
  0.21700685]"
1505,"Récupération de chaleur, ","[ 3.2287898  -0.14571963  2.601136   ...  1.4786218  -0.5399131
  0.17531879]"
1506,"Circuit de puissance, ","[ 2.108073   -0.49098024 -0.25418112 ... -0.9344322   0.15136597
  0.0997349 ]"
1507,"Moteur, ","[ 0.8779735   0.6063697  -0.61803627 ...  0.24983759 -0.6122039
  0.62104243]"
1508,"Ecoconduite, Disponibilité des voitures, Réduction du nombre de véhicules sur les routes Pas d'achat de véhicule privé","[ 1.5193505  -1.3250353   0.7489081  ...  0.37782323 -1.21573
  0.20242955]"
1509,"Traitement, Investissement système de pilotage performant Suivi permanent de la réinjection de lixiviats Contraintes environnementales, Production accélérée de biogaz Composition plus intéressante (part de CH4 plus importante) Tassement des déchets accéléré Valorisation énergétique permettant la réduction de l’utilisation d’énergie fossile Efficacité énergétique si par exemple le traitement des lixiviats se fait sur site par cogénération.","[ 2.1721396  -0.21429655  0.7494877  ...  0.77049065  0.3549403
 -0.5844193 ]"
1510,"Traitement, Investissement des techniques de valorisation en électricité et/ou chaleur., Réduction de l’utilisation d’énergie fossile. Valorisation des déchets Efficacité énergétique si par exemple le traitement des lixiviats se fait sur site par cogénération. Tarifs de rachats intéressants Vecteur énergétique Tarifs Electricité 8,121 (Tarifs extraits de l’arrêté du 19/05/11) Carburant Injection au réseau 4,5 (Tarifs extraits de l’arrêté du 23/11/11)","[ 2.0002513  -0.01327256  0.63192207 ...  0.32098296  0.31644642
 -0.0193868 ]"
1511,"Traitement, Investissement important Dépendance d'un site de gestion de déchets, Utilisation de déchets non valorisables autrement Réduction du besoin d'énergie fossile Bonne adaptation du domaine industriel à ce procédé","[ 2.0718343   1.2079899  -0.08301886 ...  1.42604    -0.42722693
 -0.1231365 ]"
1522,"Récupération de chaleur, plus cher que les systèmes classiques PAC haute température à compression Frais de maintenance 1,5 % de l'investissement initial sur 15 ans, La limite des températures pouvant être atteintes dépend de la tenue en température des lubrifiants des compresseur, COP élevé: de 4,5 à 6, Capacité à élever la température du fluide récupérateur à plus de 100 °C Flexibilité des températures atteintes par la réaction chimique grâce à un pilotage ajusté à la concentration d'ammoniac Travail à faible pression","[ 1.9891043  -0.00285209  1.0221386  ... -0.23796369 -0.5332071
 -0.1799981 ]"
1534,"Extracteur d'air, Facilité de mise en œuvre : + + +, Electricité : + + + TRI (temps de retour sur investissement) : <3 ans","[ 1.2317237   1.4071938   0.8061281  ...  1.1770308  -0.01000938
  0.17523456]"
1554,"Vitrage, Perte de luminosité vis-à-vis d'un vitrage clair (5-10%), Gain sur le chauffage. Moins onéreux qu'un triple vitrage. Suppression de la condensation sur les parois vitrées. Isolation thermique renforcée.","[ 0.8924989   0.57328975  2.312872   ...  0.88540226 -1.6293765
 -0.25349596]"
1555,"Vitrage, Coût jusqu'à 80% plus élevé qu'un double vitrage classique Poids élevé (30 kg/m²) et épaisseur importante : pas adaptable à toutes les menuiseries Transmission lumineuse amoindrie par rapport à un double vitrage Diminution de la transmission lumineuse par rapport à un double vitrage., Performances thermiques très bonnes avec de l'argon et excellentes avec du krypton Amélioration du confort thermique en été, chaleur extérieure peu captée. Diminution des consommations en chauffage.","[ 0.5869162   1.0422118   1.6063969  ...  0.6821847   0.03363345
 -0.0945223 ]"
1556,"Vitrage, Technologie complexe Assez onéreux, Réduction de l'éblouissement Préservation de la luminosité naturelle Diminution des systèmes de chauffage et climatisation - se place dans le développement de bâtiments passifs. Esthétique (pas de protection mobile) Modulation de la teinte en fonction des envies","[ 0.87238586 -0.24187014  2.060585   ...  0.07275598 -0.5142409
 -0.2988687 ]"
1557,"Vitrage, Le store peut accumuler de la chaleur : augmentation de la température intérieure Pour éviter cela, il est préférable d'installer des teintes claires., Propreté du store conservée Amélioration du confort intérieur Design Aucun entretien du store nécessaire","[ 2.4634678   0.44716898  1.9762222  ...  0.35564068 -0.55683964
 -0.5889877 ]"
